LNR;ORT-ID;BEZEICHNUNG;DATUM;WOCHENTAG;RI;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
0;10931;St.Gallen Stadt St.Jakob-Str.5;01.01.2018;Montag;1;137;180;157;101;81;89;67;37;42;60;121;115;155;194;188;206;210;199;174;150;131;109;73;57
1;10931;St.Gallen Stadt St.Jakob-Str.5;01.01.2018;Montag;2;4;9;5;3;3;0;0;0;0;0;6;1;4;12;6;11;13;1;8;5;3;6;3;0
2;10931;St.Gallen Stadt St.Jakob-Str.5;02.01.2018;Dienstag;1;30;20;14;30;16;27;56;121;158;222;251;281;252;325;361;316;306;284;209;178;114;89;70;54
3;10931;St.Gallen Stadt St.Jakob-Str.5;02.01.2018;Dienstag;2;1;1;0;2;0;0;1;7;8;8;10;12;11;15;17;14;22;9;8;7;7;4;2;0
4;10931;St.Gallen Stadt St.Jakob-Str.5;03.01.2018;Mittwoch;1;35;18;20;25;23;50;147;240;264;257;274;291;253;330;333;301;314;292;246;179;151;122;83;42
5;10931;St.Gallen Stadt St.Jakob-Str.5;03.01.2018;Mittwoch;2;1;2;1;0;0;1;1;10;4;14;12;12;4;22;16;21;13;17;12;11;2;2;2;7
6;10931;St.Gallen Stadt St.Jakob-Str.5;04.01.2018;Donnerstag;1;41;34;30;24;28;58;152;258;254;244;294;279;266;343;331;344;322;334;290;238;182;123;117;80
7;10931;St.Gallen Stadt St.Jakob-Str.5;04.01.2018;Donnerstag;2;1;1;3;2;0;0;5;6;14;9;21;13;12;12;27;14;17;17;17;7;3;2;1;2
8;10931;St.Gallen Stadt St.Jakob-Str.5;05.01.2018;Freitag;1;56;32;36;34;28;58;144;249;294;295;321;331;277;391;399;357;334;357;301;221;190;155;138;122
9;10931;St.Gallen Stadt St.Jakob-Str.5;05.01.2018;Freitag;2;0;1;2;0;0;1;5;6;15;8;20;21;16;16;14;17;34;20;19;15;7;4;8;8
10;10931;St.Gallen Stadt St.Jakob-Str.5;06.01.2018;Samstag;1;111;82;82;69;53;37;45;103;159;246;347;336;343;333;335;370;314;248;221;187;167;161;177;152
11;10931;St.Gallen Stadt St.Jakob-Str.5;06.01.2018;Samstag;2;4;0;1;3;1;0;1;2;6;11;24;13;17;18;9;21;10;10;8;13;5;9;5;3
12;10931;St.Gallen Stadt St.Jakob-Str.5;07.01.2018;Sonntag;1;138;106;80;70;54;30;36;39;52;133;176;219;187;233;214;252;256;210;177;175;150;83;78;54
13;10931;St.Gallen Stadt St.Jakob-Str.5;07.01.2018;Sonntag;2;2;4;3;3;1;0;0;1;0;4;5;7;3;12;7;5;6;9;5;7;4;3;0;2
14;10931;St.Gallen Stadt St.Jakob-Str.5;08.01.2018;Montag;1;21;17;22;21;25;70;207;370;306;277;304;239;247;420;366;342;339;357;254;216;128;114;86;52
15;10931;St.Gallen Stadt St.Jakob-Str.5;08.01.2018;Montag;2;1;0;2;1;0;1;1;17;13;8;14;14;11;20;11;19;15;18;10;6;6;2;4;3
16;10931;St.Gallen Stadt St.Jakob-Str.5;09.01.2018;Dienstag;1;35;11;19;20;14;65;208;377;329;318;313;312;248;375;322;342;336;371;307;205;199;168;109;63
17;10931;St.Gallen Stadt St.Jakob-Str.5;09.01.2018;Dienstag;2;1;1;0;0;1;0;5;7;6;9;20;12;12;15;19;19;19;28;16;11;5;5;7;6
18;10931;St.Gallen Stadt St.Jakob-Str.5;10.01.2018;Mittwoch;1;35;12;24;24;20;62;219;347;322;303;298;301;227;387;377;286;358;435;331;240;167;172;93;70
