LNR;ORT-ID;BEZEICHNUNG;DATUM;WOCHENTAG;RI;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
0;10910;St.Gallen Stadt Rötelibrücke;01.01.2019;Dienstag;1;72;134;97;72;47;33;39;24;34;28;58;101;134;174;200;224;254;248;163;176;158;93;77;52
1;10910;St.Gallen Stadt Rötelibrücke;01.01.2019;Dienstag;2;154;185;163;131;102;61;67;42;52;64;105;106;156;214;228;279;278;236;182;194;137;124;94;76
2;10910;St.Gallen Stadt Rötelibrücke;01.01.2019;Dienstag;4;120;167;135;107;86;69;45;31;37;77;135;130;140;177;218;243;254;202;182;157;122;100;69;52
3;10910;St.Gallen Stadt Rötelibrücke;01.01.2019;Dienstag;5;153;240;186;141;90;78;56;52;56;101;212;285;310;420;398;395;453;398;306;290;257;178;119;89
4;10910;St.Gallen Stadt Rötelibrücke;02.01.2019;Mittwoch;1;32;18;11;16;9;43;151;181;150;159;194;280;265;350;377;354;366;364;336;218;143;129;89;44
5;10910;St.Gallen Stadt Rötelibrücke;02.01.2019;Mittwoch;2;41;26;21;21;31;47;102;116;160;210;265;351;283;350;464;394;377;372;299;241;186;135;126;73
6;10910;St.Gallen Stadt Rötelibrücke;02.01.2019;Mittwoch;4;26;22;9;13;24;26;93;137;166;209;246;298;287;374;395;332;333;260;269;219;159;125;84;49
7;10910;St.Gallen Stadt Rötelibrücke;02.01.2019;Mittwoch;5;48;33;28;17;39;79;186;316;356;364;487;602;555;731;739;652;661;652;534;429;246;184;138;97
8;10910;St.Gallen Stadt Rötelibrücke;03.01.2019;Donnerstag;1;36;22;20;31;33;103;259;394;273;217;266;288;296;404;406;359;429;575;411;255;176;139;113;74
9;10910;St.Gallen Stadt Rötelibrücke;03.01.2019;Donnerstag;2;59;27;24;26;35;73;141;190;259;292;322;406;336;401;458;431;446;443;330;237;237;178;143;89
10;10910;St.Gallen Stadt Rötelibrücke;03.01.2019;Donnerstag;4;36;19;10;29;44;55;144;306;263;275;320;323;274;452;418;353;271;292;264;236;194;126;90;74
11;10910;St.Gallen Stadt Rötelibrücke;03.01.2019;Donnerstag;5;46;35;18;34;54;139;493;931;703;593;642;721;638;832;771;768;638;730;673;483;353;214;158;112
12;10910;St.Gallen Stadt Rötelibrücke;04.01.2019;Freitag;1;28;30;12;19;28;94;260;375;264;254;264;346;362;411;412;404;488;578;433;303;164;170;140;108
