LNR	ORT-ID	BEZEICHNUNG	DATUM	WOCHENTAG	RI	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
0	10929	St.Gallen Stadt Grossackerstr. 12	01.04.2019	Montag	1	8	1	3	3	2	9	67	131	96	82	79	93	87	102	87	98	113	148	130	67	54	40	34	14
1	10929	St.Gallen Stadt Grossackerstr. 12	01.04.2019	Montag	2	3	1	2	0	5	11	35	40	35	33	28	33	35	34	24	32	49	46	29	24	17	15	7	2
2	10929	St.Gallen Stadt Grossackerstr. 12	02.04.2019	Dienstag	1	9	1	4	2	2	13	73	150	97	77	69	91	86	104	98	99	118	157	131	69	54	44	29	19
3	10929	St.Gallen Stadt Grossackerstr. 12	02.04.2019	Dienstag	2	3	1	0	2	2	12	21	46	50	35	30	36	30	37	20	27	36	58	34	16	16	11	3	3
4	10929	St.Gallen Stadt Grossackerstr. 12	03.04.2019	Mittwoch	1	13	2	3	3	4	12	73	139	112	71	68	107	89	105	103	96	124	146	124	82	54	40	39	19
5	10929	St.Gallen Stadt Grossackerstr. 12	03.04.2019	Mittwoch	2	1	0	2	0	4	13	26	39	44	27	37	50	38	34	30	34	42	56	39	22	10	12	8	3
6	10929	St.Gallen Stadt Grossackerstr. 12	04.04.2019	Donnerstag	1	19	3	1	3	3	10	55	137	94	75	86	96	102	91	91	106	107	153	110	89	51	47	40	28
7	10929	St.Gallen Stadt Grossackerstr. 12	04.04.2019	Donnerstag	2	2	1	0	0	5	7	30	46	39	25	20	36	29	26	30	45	32	54	34	19	12	7	11	2
8	10929	St.Gallen Stadt Grossackerstr. 12	05.04.2019	Freitag	1	11	3	3	2	4	8	60	134	93	69	81	107	101	93	109	96	124	132	121	78	36	42	34	33
9	10929	St.Gallen Stadt Grossackerstr. 12	05.04.2019	Freitag	2	4	1	0	0	4	8	25	38	47	33	18	40	42	34	28	41	28	41	28	22	9	16	11	4
10	10929	St.Gallen Stadt Grossackerstr. 12	06.04.2019	Samstag	1	11	9	6	7	2	7	16	21	43	58	74	81	76	80	74	73	85	94	62	65	30	40	34	30
11	10929	St.Gallen Stadt Grossackerstr. 12	06.04.2019	Samstag	2	3	3	1	2	1	3	8	10	23	22	35	30	27	28	30	24	23	25	18	11	9	9	13	12
12	10929	St.Gallen Stadt Grossackerstr. 12	07.04.2019	Sonntag	1	16	13	12	6	6	2	7	12	18	53	45	46	58	62	65	53	67	72	68	49	41	44	18	15
13	10929	St.Gallen Stadt Grossackerstr. 12	07.04.2019	Sonntag	2	4	2	3	2	4	3	4	2	7	21	25	27	18	31	13	17	19	25	21	9	8	7	10	4
14	10929	St.Gallen Stadt Grossackerstr. 12	08.04.2019	Montag	1	5	4	2	3	3	12	56	121	88	76	78	85	83	97	85	79	116	128	115	67	37	26	34	15
15	10929	St.Gallen Stadt Grossackerstr. 12	08.04.2019	Montag	2	1	0	0	0	4	7	23	28	36	20	27	23	27	33	27	26	31	40	31	19	5	12	3	5
16	10929	St.Gallen Stadt Grossackerstr. 12	09.04.2019	Dienstag	1	13	4	2	2	5	11	62	109	76	67	71	89	67	81	71	90	111	123	112	79	46	41	38	20
17	10929	St.Gallen Stadt Grossackerstr. 12	09.04.2019	Dienstag	2	1	1	1	0	3	7	25	24	39	30	34	25	24	24	24	19	46	30	34	26	15	12	12	2
18	10929	St.Gallen Stadt Grossackerstr. 12	10.04.2019	Mittwoch	1	13	3	2	3	3	10	55	119	88	76	69	84	71	91	82	70	97	122	99	74	68	36	34	25
19	10929	St.Gallen Stadt Grossackerstr. 12	10.04.2019	Mittwoch	2	1	0	0	1	2	8	21	36	30	27	19	22	25	22	28	30	35	36	29	19	20	5	13	5
20	10929	St.Gallen Stadt Grossackerstr. 12	11.04.2019	Donnerstag	1	9	4	4	2	5	10	56	113	84	59	71	95	88	74	75	83	106	160	96	66	61	37	28	17
21	10929	St.Gallen Stadt Grossackerstr. 12	11.04.2019	Donnerstag	2	2	1	1	0	6	5	26	28	21	28	24	32	25	34	24	29	37	39	22	14	12	10	10	1
22	10929	St.Gallen Stadt Grossackerstr. 12	12.04.2019	Freitag	1	9	5	6	4	5	11	52	110	82	60	78	88	69	77	83	81	93	115	83	59	40	37	37	31
23	10929	St.Gallen Stadt Grossackerstr. 12	12.04.2019	Freitag	2	2	0	1	0	5	5	22	25	22	30	20	27	26	23	23	21	43	30	23	17	16	7	6	6
24	10929	St.Gallen Stadt Grossackerstr. 12	13.04.2019	Samstag	1	15	17	6	6	6	3	14	24	33	70	67	73	74	66	73	90	67	82	59	36	29	40	23	28
25	10929	St.Gallen Stadt Grossackerstr. 12	13.04.2019	Samstag	2	0	1	1	2	0	0	3	7	21	28	23	30	16	26	26	23	14	13	17	12	7	10	5	9
26	10929	St.Gallen Stadt Grossackerstr. 12	14.04.2019	Sonntag	1	22	8	6	8	4	3	10	12	21	48	48	48	51	56	40	50	47	54	52	50	38	30	24	8
27	10929	St.Gallen Stadt Grossackerstr. 12	14.04.2019	Sonntag	2	7	2	1	2	2	1	3	3	6	20	9	13	24	25	17	13	13	24	18	14	8	6	6	0
