LNR	ORT-ID	BEZEICHNUNG	DATUM	WOCHENTAG	RI	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
0	11282	St.Gallen Stadt Rosenb./Gr］berg	01.01.2020	Mittwoch	1	198	242	171	151	103	103	80	62	56	86	137	181	246	273	340	334	382	359	261	305	235	187	154	102
1	11282	St.Gallen Stadt Rosenb./Gr］berg	01.01.2020	Mittwoch	2	149	225	151	99	75	65	72	50	55	89	161	182	238	287	301	332	433	357	276	223	215	172	107	82
4	11282	St.Gallen Stadt Rosenb./Gr］berg	01.01.2020	Mittwoch	3	1	5	2	4	8	6	2	5	4	8	15	10	6	13	14	8	13	22	13	16	8	6	1	1
5	11282	St.Gallen Stadt Rosenb./Gr］berg	01.01.2020	Mittwoch	4	1	2	2	5	8	4	3	5	2	3	6	3	5	1	8	3	3	12	7	9	3	7	5	1
2	11282	St.Gallen Stadt Rosenb./Gr］berg	02.01.2020	Donnerstag	1	71	39	23	30	34	36	104	161	185	284	398	436	425	509	585	623	700	618	432	360	312	265	170	154
3	11282	St.Gallen Stadt Rosenb./Gr］berg	02.01.2020	Donnerstag	2	56	31	19	15	37	48	120	190	206	260	344	392	435	478	576	501	508	492	414	307	244	221	140	93
10	11282	St.Gallen Stadt Rosenb./Gr］berg	02.01.2020	Donnerstag	3	1	0	1	2	12	5	14	18	8	9	16	16	32	17	30	15	31	25	23	18	11	11	2	1
11	11282	St.Gallen Stadt Rosenb./Gr］berg	02.01.2020	Donnerstag	4	3	1	1	4	7	4	7	7	3	6	7	9	14	7	16	8	16	8	13	10	5	10	2	0
4	11282	St.Gallen Stadt Rosenb./Gr］berg	03.01.2020	Freitag	1	110	59	44	25	52	57	138	212	312	362	492	539	538	605	693	703	749	679	557	393	301	255	249	236
5	11282	St.Gallen Stadt Rosenb./Gr］berg	03.01.2020	Freitag	2	63	37	38	22	65	59	167	345	351	386	426	540	464	601	639	550	586	527	493	374	286	235	219	198
16	11282	St.Gallen Stadt Rosenb./Gr］berg	03.01.2020	Freitag	3	0	0	2	2	17	10	17	37	34	23	15	31	20	26	37	25	39	30	25	12	15	9	4	4
17	11282	St.Gallen Stadt Rosenb./Gr］berg	03.01.2020	Freitag	4	2	1	1	4	9	6	7	18	12	8	8	9	6	14	20	13	20	24	10	10	7	8	3	4
6	11282	St.Gallen Stadt Rosenb./Gr］berg	04.01.2020	Samstag	1	193	133	110	85	75	50	62	102	202	295	425	509	503	533	603	583	619	496	395	304	298	303	310	340
7	11282	St.Gallen Stadt Rosenb./Gr］berg	04.01.2020	Samstag	2	117	81	56	53	54	50	67	114	254	356	414	452	441	547	561	536	487	457	432	342	331	276	248	228
22	11282	St.Gallen Stadt Rosenb./Gr］berg	04.01.2020	Samstag	3	8	1	1	3	8	5	5	11	15	20	12	21	17	19	23	20	23	18	19	13	21	14	6	6
23	11282	St.Gallen Stadt Rosenb./Gr］berg	04.01.2020	Samstag	4	6	2	1	4	7	3	4	4	6	10	6	8	5	10	12	16	12	7	15	9	16	16	4	6
8	11282	St.Gallen Stadt Rosenb./Gr］berg	05.01.2020	Sonntag	1	269	197	119	92	80	96	72	89	110	172	250	337	407	428	486	493	554	508	358	322	257	203	117	94
9	11282	St.Gallen Stadt Rosenb./Gr］berg	05.01.2020	Sonntag	2	139	101	56	53	65	65	77	64	107	169	283	319	384	426	462	456	493	461	381	305	238	193	101	72
28	11282	St.Gallen Stadt Rosenb./Gr］berg	05.01.2020	Sonntag	3	2	2	1	4	10	16	5	11	13	18	26	18	25	22	21	22	35	21	20	27	7	9	6	2
