LNR;ORT-ID;BEZEICHNUNG;DATUM;WOCHENTAG;RI;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
0;10920;St.Gallen Stadt Müller-Fried.2;01.01.2020;Mittwoch;1;27;47;28;18;18;13;31;31;43;64;89;86;76;74;87;57;63;64;44;62;43;47;42;20
1;10920;St.Gallen Stadt Müller-Fried.2;01.01.2020;Mittwoch;2;28;48;32;19;10;7;9;12;8;15;12;25;30;53;41;50;66;82;29;28;26;24;22;13
2;10920;St.Gallen Stadt Müller-Fried.2;02.01.2020;Donnerstag;1;13;3;4;1;4;36;70;110;97;103;110;132;86;133;124;116;109;111;91;78;60;32;54;55
3;10920;St.Gallen Stadt Müller-Fried.2;02.01.2020;Donnerstag;2;7;1;1;1;3;10;20;37;33;47;42;56;49;60;74;68;79;79;74;38;33;33;24;14
4;10920;St.Gallen Stadt Müller-Fried.2;03.01.2020;Freitag;1;16;7;6;2;8;27;56;87;117;116;140;122;114;141;108;123;123;139;88;107;72;44;41;64
5;10920;St.Gallen Stadt Müller-Fried.2;03.01.2020;Freitag;2;5;4;3;2;5;14;28;41;59;40;66;55;72;65;70;73;87;117;79;47;28;28;33;26
6;10920;St.Gallen Stadt Müller-Fried.2;04.01.2020;Samstag;1;23;21;9;5;3;22;30;30;39;86;88;97;79;88;105;104;89;91;74;61;51;39;38;29
7;10920;St.Gallen Stadt Müller-Fried.2;04.01.2020;Samstag;2;12;15;8;7;4;5;19;15;19;47;47;65;62;71;64;61;67;76;54;48;33;33;33;17
8;10920;St.Gallen Stadt Müller-Fried.2;05.01.2020;Sonntag;1;23;6;7;6;6;10;20;24;33;61;72;85;80;82;92;68;93;69;47;56;46;31;30;24
9;10920;St.Gallen Stadt Müller-Fried.2;05.01.2020;Sonntag;2;13;5;2;9;6;7;11;15;18;30;33;51;57;52;57;70;63;72;28;40;28;13;18;12
10;10920;St.Gallen Stadt Müller-Fried.2;06.01.2020;Montag;1;8;2;3;3;8;51;82;155;155;137;143;158;106;149;111;108;142;153;117;102;69;52;46;24
11;10920;St.Gallen Stadt Müller-Fried.2;06.01.2020;Montag;2;4;2;1;2;7;13;36;81;79;70;58;72;88;77;69;80;80;104;113;76;45;38;25;12
12;10920;St.Gallen Stadt Müller-Fried.2;07.01.2020;Dienstag;1;14;6;4;1;8;23;75;181;140;142;132;138;113;133;146;118;174;174;138;116;72;43;41;37
13;10920;St.Gallen Stadt Müller-Fried.2;07.01.2020;Dienstag;2;3;2;2;0;4;21;41;98;84;85;79;83;110;78;80;59;88;90;121;63;45;48;36;18
14;10920;St.Gallen Stadt Müller-Fried.2;08.01.2020;Mittwoch;1;23;3;3;1;1;53;96;180;183;120;141;124;122;165;118;104;148;157;128;120;58;58;47;26
15;10920;St.Gallen Stadt Müller-Fried.2;08.01.2020;Mittwoch;2;11;2;3;0;1;9;40;102;99;77;73;79;100;68;70;61;79;94;99;71;47;55;41;18
16;10920;St.Gallen Stadt Müller-Fried.2;09.01.2020;Donnerstag;1;16;3;2;1;3;45;87;167;169;144;142;135;166;161;137;120;173;158;148;116;52;45;42;25
17;10920;St.Gallen Stadt Müller-Fried.2;09.01.2020;Donnerstag;2;10;0;1;1;2;9;45;92;87;64;104;85;113;84;77;72;78;111;113;75;53;49;30;22
18;10920;St.Gallen Stadt Müller-Fried.2;10.01.2020;Freitag;1;15;6;0;1;3;30;91;153;154;136;100;145;171;132;147;126;158;163;117;147;78;49;52;42
19;10920;St.Gallen Stadt Müller-Fried.2;10.01.2020;Freitag;2;8;2;0;1;1;17;39;103;85;71;69;88;92;82;76;62;104;92;79;73;44;38;42;45
20;10920;St.Gallen Stadt Müller-Fried.2;11.01.2020;Samstag;1;19;21;17;10;4;31;40;54;87;124;118;109;125;134;130;177;116;112;88;53;42;46;48;35
21;10920;St.Gallen Stadt Müller-Fried.2;11.01.2020;Samstag;2;32;22;11;11;5;5;12;17;38;58;60;81;72;73;66;76;91;60;71;53;34;30;24;24
22;10920;St.Gallen Stadt Müller-Fried.2;12.01.2020;Sonntag;1;29;28;9;7;4;9;13;25;25;43;70;101;76;96;140;124;80;81;71;62;53;37;17;27
23;10920;St.Gallen Stadt Müller-Fried.2;12.01.2020;Sonntag;2;15;26;6;7;8;8;15;18;18;28;44;60;53;58;64;66;65;55;49;47;37;34;20;7
24;10920;St.Gallen Stadt Müller-Fried.2;13.01.2020;Montag;1;8;1;3;3;5;52;78;165;141;136;113;143;119;148;167;100;185;155;199;92;42;44;44;37
25;10920;St.Gallen Stadt Müller-Fried.2;13.01.2020;Montag;2;9;3;2;2;3;11;42;90;90;70;74;80;101;89;70;83;70;106;101;82;46;39;34;12
26;10920;St.Gallen Stadt Müller-Fried.2;14.01.2020;Dienstag;1;24;4;1;1;7;23;97;178;154;143;127;160;122;149;130;170;165;169;163;115;67;45;46;36
27;10920;St.Gallen Stadt Müller-Fried.2;14.01.2020;Dienstag;2;10;0;1;1;5;14;40;104;115;85;68;90;89;89;88;76;86;112;97;65;32;51;43;18
28;10920;St.Gallen Stadt Müller-Fried.2;15.01.2020;Mittwoch;1;9;2;7;0;4;25;82;172;176;117;97;115;131;141;163;153;170;160;148;110;72;50;32;36
29;10920;St.Gallen Stadt Müller-Fried.2;15.01.2020;Mittwoch;2;11;1;3;0;2;9;45;102;91;79;69;94;77;108;92;78;76;102;82;74;55;45;38;16
30;10920;St.Gallen Stadt Müller-Fried.2;16.01.2020;Donnerstag;1;21;3;4;1;2;33;78;147;183;142;157;177;121;140;150;139;141;185;135;129;82;62;47;34
31;10920;St.Gallen Stadt Müller-Fried.2;16.01.2020;Donnerstag;2;5;3;2;1;3;8;48;111;102;79;70;89;71;86;118;76;82;96;107;83;66;55;26;17
32;10920;St.Gallen Stadt Müller-Fried.2;17.01.2020;Freitag;1;21;3;3;3;7;31;89;154;155;144;138;130;125;142;121;145;179;186;132;120;69;69;49;34
33;10920;St.Gallen Stadt Müller-Fried.2;17.01.2020;Freitag;2;6;3;0;2;4;10;54;97;83;78;87;96;73;73;76;80;91;109;101;66;42;47;44;30
34;10920;St.Gallen Stadt Müller-Fried.2;18.01.2020;Samstag;1;27;14;11;8;11;27;55;44;65;139;101;146;99;127;124;138;126;134;91;90;60;54;64;49
35;10920;St.Gallen Stadt Müller-Fried.2;18.01.2020;Samstag;2;21;13;8;3;11;6;16;33;24;57;49;74;81;84;81;75;95;81;51;57;35;41;38;33
36;10920;St.Gallen Stadt Müller-Fried.2;19.01.2020;Sonntag;1;36;19;12;3;14;10;32;44;52;84;65;86;81;80;85;94;119;86;52;58;55;43;28;16
37;10920;St.Gallen Stadt Müller-Fried.2;19.01.2020;Sonntag;2;33;16;10;4;8;3;9;13;18;31;37;52;45;60;58;56;95;65;46;39;30;31;17;9
38;10920;St.Gallen Stadt Müller-Fried.2;20.01.2020;Montag;1;10;3;3;1;4;38;100;139;168;119;118;121;105;157;114;104;106;136;117;84;65;44;23;24
39;10920;St.Gallen Stadt Müller-Fried.2;20.01.2020;Montag;2;6;3;1;0;4;8;41;87;100;69;78;73;78;99;95;101;78;95;102;68;44;51;27;16
40;10920;St.Gallen Stadt Müller-Fried.2;21.01.2020;Dienstag;1;8;3;1;1;4;54;132;173;180;164;134;143;149;164;123;122;149;178;167;104;66;37;48;19
41;10920;St.Gallen Stadt Müller-Fried.2;21.01.2020;Dienstag;2;2;2;2;0;1;11;47;90;112;73;77;74;110;111;85;91;88;106;103;63;51;33;43;14
42;10920;St.Gallen Stadt Müller-Fried.2;22.01.2020;Mittwoch;1;12;3;2;1;3;25;86;170;164;105;174;148;158;182;115;115;131;155;140;113;62;40;45;26
43;10920;St.Gallen Stadt Müller-Fried.2;22.01.2020;Mittwoch;2;11;3;4;0;3;12;40;113;80;83;80;102;93;75;69;72;92;90;113;70;60;47;44;23
44;10920;St.Gallen Stadt Müller-Fried.2;23.01.2020;Donnerstag;1;10;2;5;1;4;50;85;162;195;134;116;111;128;165;172;136;139;182;137;127;76;47;52;22
45;10920;St.Gallen Stadt Müller-Fried.2;23.01.2020;Donnerstag;2;10;1;2;0;5;10;48;125;97;57;82;86;89;84;70;78;79;90;118;73;56;49;49;35
46;10920;St.Gallen Stadt Müller-Fried.2;24.01.2020;Freitag;1;16;5;4;4;7;21;88;164;160;167;124;143;142;147;187;144;139;141;112;131;67;77;48;51
47;10920;St.Gallen Stadt Müller-Fried.2;24.01.2020;Freitag;2;18;3;3;4;4;11;44;83;89;70;80;93;79;83;88;98;87;110;97;76;52;44;33;27
48;10920;St.Gallen Stadt Müller-Fried.2;25.01.2020;Samstag;1;32;21;15;12;8;16;40;53;81;120;119;129;92;119;111;131;142;93;108;79;42;40;44;34
49;10920;St.Gallen Stadt Müller-Fried.2;25.01.2020;Samstag;2;28;15;12;6;7;9;13;21;28;52;62;70;62;76;70;77;106;81;52;41;34;42;29;28
50;10920;St.Gallen Stadt Müller-Fried.2;26.01.2020;Sonntag;1;21;11;18;7;5;16;19;31;47;60;63;81;78;82;107;92;74;67;61;65;36;32;42;20
51;10920;St.Gallen Stadt Müller-Fried.2;26.01.2020;Sonntag;2;17;11;19;7;6;5;8;8;17;23;33;41;49;51;57;60;60;46;44;43;24;26;17;9
52;10920;St.Gallen Stadt Müller-Fried.2;27.01.2020;Montag;1;9;1;1;3;6;33;79;160;109;89;76;105;129;136;88;107;113;101;93;90;56;51;28;29
53;10920;St.Gallen Stadt Müller-Fried.2;27.01.2020;Montag;2;3;0;0;1;3;13;35;71;97;78;51;55;75;83;65;75;87;85;81;47;41;39;23;9
54;10920;St.Gallen Stadt Müller-Fried.2;28.01.2020;Dienstag;1;15;0;1;2;3;31;83;111;100;43;60;64;60;57;59;72;57;42;45;85;31;25;23;20
55;10920;St.Gallen Stadt Müller-Fried.2;28.01.2020;Dienstag;2;7;0;2;1;1;11;33;93;119;82;107;64;62;85;59;73;76;92;65;83;36;35;42;17
56;10920;St.Gallen Stadt Müller-Fried.2;29.01.2020;Mittwoch;1;8;4;1;5;6;41;59;75;51;47;71;69;68;60;86;34;46;51;69;35;30;22;16;20
57;10920;St.Gallen Stadt Müller-Fried.2;29.01.2020;Mittwoch;2;6;3;5;4;8;11;36;87;75;63;80;77;79;63;84;69;66;95;89;53;41;29;22;10
58;10920;St.Gallen Stadt Müller-Fried.2;30.01.2020;Donnerstag;1;10;2;1;1;7;25;52;62;30;38;56;51;68;62;46;57;49;65;55;70;33;21;26;27
59;10920;St.Gallen Stadt Müller-Fried.2;30.01.2020;Donnerstag;2;6;2;0;1;7;13;46;84;74;54;62;64;74;92;79;78;77;91;81;44;60;35;34;18
60;10920;St.Gallen Stadt Müller-Fried.2;31.01.2020;Freitag;1;18;2;1;2;2;33;63;56;73;38;42;43;45;42;39;45;34;42;39;96;30;31;34;38
61;10920;St.Gallen Stadt Müller-Fried.2;31.01.2020;Freitag;2;26;5;2;2;3;15;39;74;68;75;66;72;73;51;77;60;61;81;84;52;51;29;32;26
62;10920;St.Gallen Stadt Müller-Fried.2;01.02.2020;Samstag;1;23;8;5;9;5;15;14;16;15;48;56;56;43;67;56;73;53;45;36;24;21;27;25;24
63;10920;St.Gallen Stadt Müller-Fried.2;01.02.2020;Samstag;2;22;11;6;8;8;29;18;25;32;72;84;78;63;69;66;67;81;57;53;37;18;23;25;21
64;10920;St.Gallen Stadt Müller-Fried.2;02.02.2020;Sonntag;1;18;5;5;7;6;13;21;14;16;19;22;18;29;26;19;36;31;43;41;23;26;25;15;22
65;10920;St.Gallen Stadt Müller-Fried.2;02.02.2020;Sonntag;2;20;8;4;7;8;5;6;18;16;40;46;43;32;49;54;54;59;46;58;29;34;26;15;9
66;10920;St.Gallen Stadt Müller-Fried.2;03.02.2020;Montag;1;8;1;1;0;4;22;43;77;78;81;34;57;58;51;46;48;51;69;62;85;50;30;24;15
67;10920;St.Gallen Stadt Müller-Fried.2;03.02.2020;Montag;2;3;0;1;0;5;20;39;87;108;92;66;80;88;72;68;75;69;82;107;78;52;38;31;10
68;10920;St.Gallen Stadt Müller-Fried.2;04.02.2020;Dienstag;1;18;3;1;3;2;31;55;67;61;65;60;64;59;59;84;53;63;58;56;64;55;22;22;17
69;10920;St.Gallen Stadt Müller-Fried.2;04.02.2020;Dienstag;2;6;3;0;3;2;11;34;103;100;70;63;79;83;72;76;70;74;92;103;86;44;37;36;18
