LNR	ORT-ID	BEZEICHNUNG	DATUM	WOCHENTAG	RI	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
4	10933	St.Gallen Stadt Kolumb/Heiligk	01.01.2020	Mittwoch	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	10933	St.Gallen Stadt Kolumb/Heiligk	01.01.2020	Mittwoch	2	74	105	77	31	24	12	52	44	45	53	70	101	114	138	167	132	165	124	105	89	69	61	44	37
6	10933	St.Gallen Stadt Kolumb/Heiligk	01.01.2020	Mittwoch	4	5	8	4	5	2	2	2	0	2	8	6	11	10	9	6	16	15	16	9	7	9	7	6	3
7	10933	St.Gallen Stadt Kolumb/Heiligk	01.01.2020	Mittwoch	5	6	5	2	3	1	1	2	1	2	3	5	5	7	7	13	16	14	14	12	6	3	6	2	1
12	10933	St.Gallen Stadt Kolumb/Heiligk	02.01.2020	Donnerstag	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	10933	St.Gallen Stadt Kolumb/Heiligk	02.01.2020	Donnerstag	2	19	10	3	9	9	27	89	117	148	189	229	257	200	249	276	238	221	161	158	128	94	73	50	32
14	10933	St.Gallen Stadt Kolumb/Heiligk	02.01.2020	Donnerstag	4	1	0	0	0	2	0	4	7	15	17	25	21	16	27	22	21	27	20	12	15	11	7	5	3
15	10933	St.Gallen Stadt Kolumb/Heiligk	02.01.2020	Donnerstag	5	1	1	2	1	0	0	4	2	5	7	11	18	12	16	11	23	13	11	18	18	11	7	7	6
20	10933	St.Gallen Stadt Kolumb/Heiligk	03.01.2020	Freitag	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	10933	St.Gallen Stadt Kolumb/Heiligk	03.01.2020	Freitag	2	23	5	6	7	5	45	118	183	152	212	263	230	213	276	294	271	246	231	179	131	105	96	65	51
22	10933	St.Gallen Stadt Kolumb/Heiligk	03.01.2020	Freitag	4	3	0	3	2	1	5	9	11	10	16	17	16	24	22	31	25	25	18	22	7	6	11	5	6
23	10933	St.Gallen Stadt Kolumb/Heiligk	03.01.2020	Freitag	5	2	1	2	1	1	1	2	4	8	16	17	17	10	24	21	13	26	22	18	8	10	7	5	3
28	10933	St.Gallen Stadt Kolumb/Heiligk	04.01.2020	Samstag	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	10933	St.Gallen Stadt Kolumb/Heiligk	04.01.2020	Samstag	2	30	12	12	15	13	29	46	60	142	199	229	256	240	254	279	228	212	159	144	109	87	84	85	50
30	10933	St.Gallen Stadt Kolumb/Heiligk	04.01.2020	Samstag	4	3	0	0	1	2	2	1	4	10	23	33	28	23	32	21	33	17	19	17	6	12	10	9	5
31	10933	St.Gallen Stadt Kolumb/Heiligk	04.01.2020	Samstag	5	2	5	4	0	1	1	5	0	5	13	24	19	15	10	20	17	21	19	12	10	9	4	5	5
36	10933	St.Gallen Stadt Kolumb/Heiligk	05.01.2020	Sonntag	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	10933	St.Gallen Stadt Kolumb/Heiligk	05.01.2020	Sonntag	2	34	34	23	13	20	14	43	38	86	163	143	183	175	181	211	200	204	170	137	120	92	77	43	20
38	10933	St.Gallen Stadt Kolumb/Heiligk	05.01.2020	Sonntag	4	4	2	0	1	1	2	2	7	9	11	11	9	15	17	15	10	13	11	9	13	8	7	5	0
39	10933	St.Gallen Stadt Kolumb/Heiligk	05.01.2020	Sonntag	5	2	3	0	1	1	2	2	2	3	5	12	9	20	14	10	12	19	11	13	10	9	7	4	3
