LNR	ORT-ID	BEZEICHNUNG	DATUM	WOCHENTAG	RI	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
0	11033	St.Gallen Stadt Biserhofstr. 7	10.09.2018	Montag	1	0	0	0	1	1	4	12	63	43	30	24	34	21	33	30	21	37	33	31	22	6	10	3	0
1	11033	St.Gallen Stadt Biserhofstr. 7	10.09.2018	Montag	2	1	0	0	0	0	0	4	23	24	28	24	35	28	29	28	21	22	36	46	23	16	19	13	4
2	11033	St.Gallen Stadt Biserhofstr. 7	11.09.2018	Dienstag	1	1	0	1	0	1	3	15	59	36	42	29	28	18	32	35	30	21	36	33	13	8	4	4	3
3	11033	St.Gallen Stadt Biserhofstr. 7	11.09.2018	Dienstag	2	6	0	1	0	0	1	1	22	21	24	30	33	32	34	18	26	22	41	43	19	18	16	5	10
4	11033	St.Gallen Stadt Biserhofstr. 7	12.09.2018	Mittwoch	1	1	1	0	0	1	3	16	53	40	32	14	49	26	31	49	32	33	28	28	8	7	3	9	3
5	11033	St.Gallen Stadt Biserhofstr. 7	12.09.2018	Mittwoch	2	4	1	0	0	1	1	5	30	19	29	27	35	21	50	33	31	23	39	43	19	14	13	11	5
6	11033	St.Gallen Stadt Biserhofstr. 7	13.09.2018	Donnerstag	1	0	0	1	1	0	4	13	54	44	39	28	21	17	34	22	25	29	33	33	15	10	5	4	6
7	11033	St.Gallen Stadt Biserhofstr. 7	13.09.2018	Donnerstag	2	3	1	0	0	1	2	6	22	26	27	27	18	41	27	18	26	20	45	35	28	22	13	9	9
8	11033	St.Gallen Stadt Biserhofstr. 7	14.09.2018	Freitag	1	0	0	1	1	2	3	14	42	40	43	24	32	24	37	35	29	30	27	27	15	6	3	4	2
9	11033	St.Gallen Stadt Biserhofstr. 7	14.09.2018	Freitag	2	1	0	1	0	1	0	3	23	21	28	23	30	36	29	22	20	36	26	49	23	13	6	9	13
10	11033	St.Gallen Stadt Biserhofstr. 7	15.09.2018	Samstag	1	1	1	1	2	1	2	3	9	32	22	35	32	22	23	21	16	12	21	13	8	10	7	3	8
11	11033	St.Gallen Stadt Biserhofstr. 7	15.09.2018	Samstag	2	6	1	2	2	1	2	1	4	8	12	23	28	27	20	19	31	20	13	23	12	15	6	9	7
12	11033	St.Gallen Stadt Biserhofstr. 7	16.09.2018	Sonntag	1	4	4	2	0	2	1	1	7	14	32	13	13	17	16	13	19	19	13	14	13	16	3	4	0
13	11033	St.Gallen Stadt Biserhofstr. 7	16.09.2018	Sonntag	2	7	4	3	1	4	1	1	1	8	4	6	11	27	21	18	15	21	31	22	12	9	6	4	1
14	11033	St.Gallen Stadt Biserhofstr. 7	17.09.2018	Montag	1	0	0	0	1	0	1	14	59	51	36	33	33	25	40	39	27	33	27	31	15	10	4	5	1
15	11033	St.Gallen Stadt Biserhofstr. 7	17.09.2018	Montag	2	0	0	0	0	0	0	8	35	31	29	29	31	32	44	21	22	27	39	35	28	20	12	17	5
16	11033	St.Gallen Stadt Biserhofstr. 7	18.09.2018	Dienstag	1	1	0	0	0	0	0	20	54	43	35	34	38	11	25	28	26	25	34	21	17	9	8	0	0
17	11033	St.Gallen Stadt Biserhofstr. 7	18.09.2018	Dienstag	2	2	2	0	0	0	0	5	32	26	25	27	24	34	29	18	25	20	35	41	24	21	15	4	9
18	11033	St.Gallen Stadt Biserhofstr. 7	19.09.2018	Mittwoch	1	1	0	1	0	1	1	17	58	43	39	22	37	31	33	26	21	37	28	28	14	6	2	2	2
19	11033	St.Gallen Stadt Biserhofstr. 7	19.09.2018	Mittwoch	2	2	0	0	0	1	1	6	36	29	25	26	33	30	35	25	29	27	33	28	23	13	7	7	10
20	11033	St.Gallen Stadt Biserhofstr. 7	20.09.2018	Donnerstag	1	1	0	0	0	0	2	14	51	42	41	22	30	16	34	25	28	30	36	25	16	3	5	3	0
21	11033	St.Gallen Stadt Biserhofstr. 7	20.09.2018	Donnerstag	2	1	0	1	0	0	0	7	27	29	36	16	21	24	26	26	23	30	39	42	22	18	11	9	4
22	11033	St.Gallen Stadt Biserhofstr. 7	21.09.2018	Freitag	1	0	0	0	0	0	4	14	46	37	30	33	39	15	33	30	34	29	26	26	13	8	9	5	4
23	11033	St.Gallen Stadt Biserhofstr. 7	21.09.2018	Freitag	2	0	1	0	0	0	1	3	22	21	25	37	21	37	35	19	34	33	33	34	19	17	7	10	13
24	11033	St.Gallen Stadt Biserhofstr. 7	22.09.2018	Samstag	1	5	2	1	0	2	1	2	5	27	31	37	14	24	27	23	23	15	17	21	12	7	10	8	5
25	11033	St.Gallen Stadt Biserhofstr. 7	22.09.2018	Samstag	2	6	5	1	0	2	0	0	2	9	9	21	29	26	19	23	32	29	28	18	13	9	9	8	9
26	11033	St.Gallen Stadt Biserhofstr. 7	23.09.2018	Sonntag	1	1	3	1	0	0	1	3	5	13	26	17	23	15	20	19	14	14	22	16	15	9	6	4	2
27	11033	St.Gallen Stadt Biserhofstr. 7	23.09.2018	Sonntag	2	6	5	1	0	0	1	1	3	6	9	13	25	23	13	20	15	22	27	27	17	7	8	9	6
28	11050	St.Gallen Stadt Lerchental	20.08.2018	Montag	1	3	0	0	1	5	0	10	44	59	70	77	88	66	53	76	72	103	112	62	23	7	4	2	0
29	11050	St.Gallen Stadt Lerchental	20.08.2018	Montag	2	5	1	2	8	5	5	47	143	110	84	87	85	72	100	94	76	92	71	39	12	4	6	9	3
30	11050	St.Gallen Stadt Lerchental	21.08.2018	Dienstag	1	1	1	0	3	4	1	10	44	56	56	84	103	53	52	54	94	83	109	61	22	17	1	3	0
31	11050	St.Gallen Stadt Lerchental	21.08.2018	Dienstag	2	6	7	5	5	6	7	64	161	97	86	92	75	64	84	68	90	73	67	43	6	9	5	9	3
32	11050	St.Gallen Stadt Lerchental	22.08.2018	Mittwoch	1	0	0	1	2	5	2	9	34	66	70	75	111	51	35	70	73	85	102	56	21	11	4	0	0
33	11050	St.Gallen Stadt Lerchental	22.08.2018	Mittwoch	2	5	4	7	6	7	5	51	169	99	80	90	72	66	76	78	87	78	80	35	10	13	7	7	5
34	11050	St.Gallen Stadt Lerchental	23.08.2018	Donnerstag	1	0	0	1	1	2	1	18	51	67	82	78	96	74	65	62	85	98	108	72	30	13	5	2	1
35	11050	St.Gallen Stadt Lerchental	23.08.2018	Donnerstag	2	5	5	2	9	5	5	64	162	119	85	86	76	58	106	90	90	85	73	44	29	9	6	5	5
36	11050	St.Gallen Stadt Lerchental	24.08.2018	Freitag	1	1	6	1	2	3	2	9	39	69	57	57	89	65	65	80	113	107	74	46	17	4	7	0	2
37	11050	St.Gallen Stadt Lerchental	24.08.2018	Freitag	2	4	3	3	6	4	8	54	161	96	67	79	67	71	122	101	94	64	54	28	9	6	4	2	3
38	11050	St.Gallen Stadt Lerchental	25.08.2018	Samstag	1	2	1	3	1	0	2	1	14	28	49	56	76	64	55	48	64	54	24	14	3	0	0	2	4
