LNR;ORT-ID;BEZEICHNUNG;DATUM;WOCHENTAG;RI;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
0;11051;St.Gallen Stadt Lerchenfeldstr;20.08.2018;Montag;1;11;4;1;4;14;34;223;296;277;275;261;269;251;235;238;265;309;382;282;109;79;50;38;14
1;11051;St.Gallen Stadt Lerchenfeldstr;21.08.2018;Dienstag;1;7;2;1;8;18;40;192;282;256;196;265;259;230;259;208;238;294;346;303;131;79;74;41;22
2;11051;St.Gallen Stadt Lerchenfeldstr;22.08.2018;Mittwoch;1;7;5;3;2;17;35;201;295;257;219;228;280;260;228;232;202;298;345;262;107;90;47;25;16
3;11051;St.Gallen Stadt Lerchenfeldstr;23.08.2018;Donnerstag;1;5;6;0;6;11;32;192;259;248;225;261;288;252;248;235;272;301;360;284;174;131;59;41;20
4;11051;St.Gallen Stadt Lerchenfeldstr;24.08.2018;Freitag;1;10;2;4;14;14;22;208;257;268;272;295;290;287;238;255;278;317;329;237;116;81;50;33;26
5;11051;St.Gallen Stadt Lerchenfeldstr;25.08.2018;Samstag;1;26;20;12;9;15;8;37;72;162;220;250;319;240;279;243;283;224;103;81;63;47;38;44;17
6;11051;St.Gallen Stadt Lerchenfeldstr;26.08.2018;Sonntag;1;21;18;10;4;11;6;8;18;28;42;46;63;73;68;66;74;74;85;87;70;59;56;32;17
7;11051;St.Gallen Stadt Lerchenfeldstr;27.08.2018;Montag;1;3;5;4;4;12;44;202;279;269;253;247;273;264;246;214;213;307;360;233;125;75;40;38;15
8;11051;St.Gallen Stadt Lerchenfeldstr;28.08.2018;Dienstag;1;9;3;2;5;16;36;198;263;233;240;219;227;258;205;229;232;295;365;257;114;84;51;25;15
9;11051;St.Gallen Stadt Lerchenfeldstr;29.08.2018;Mittwoch;1;10;2;6;3;17;39;186;268;258;221;214;270;244;256;208;212;290;348;259;103;71;44;32;17
10;11051;St.Gallen Stadt Lerchenfeldstr;30.08.2018;Donnerstag;1;3;5;6;4;16;33;193;259;250;212;249;277;246;228;247;286;337;404;249;230;134;65;29;14
11;11051;St.Gallen Stadt Lerchenfeldstr;31.08.2018;Freitag;1;10;4;3;5;17;28;188;243;259;229;254;258;238;267;248;259;297;345;229;128;71;52;44;34
12;11051;St.Gallen Stadt Lerchenfeldstr;01.09.2018;Samstag;1;28;25;8;14;10;10;24;84;111;215;270;286;269;249;259;265;232;128;90;74;47;48;29;33
13;11051;St.Gallen Stadt Lerchenfeldstr;02.09.2018;Sonntag;1;27;24;6;6;8;4;14;15;25;50;49;69;66;82;51;85;102;91;90;79;54;26;19;17
